Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,1609A,,res69: cancer,diagnostic
Read,B630.00,Multiple myeloma,res69: cancer,diagnostic
Read,1519DA,,res69: cancer,diagnostic
Read,B05z.00,Malignant neoplasm of mouth NOS,res69: cancer,diagnostic
Read,B334z00,Malignant neoplasm of scalp or skin of neck NOS,res69: cancer,diagnostic
Read,B621.00,Mycosis fungoides,res69: cancer,diagnostic
Read,B6...00,Malignant neoplasm of lymphatic and haemopoietic tissue,res69: cancer,diagnostic
Read,1950A,,res69: cancer,diagnostic
Read,B337700,Malignant neoplasm of skin of foot,res69: cancer,diagnostic
Read,B691.00,Chronic myelomonocytic leukaemia,res69: cancer,diagnostic
Read,B62y600,Malignant lymphoma NOS of intrapelvic lymph nodes,res69: cancer,diagnostic
Read,1550HC,,res69: cancer,diagnostic
Read,B410000,Malignant neoplasm of endocervical canal,res69: cancer,diagnostic
Read,1719B,,res69: cancer,diagnostic
Read,ZV10400,[V]Personal history of malignant neoplasm of genital organ,res69: cancer,diagnostic
Read,B171.00,Malignant neoplasm of body of pancreas,res69: cancer,diagnostic
Read,1739BP,,res69: cancer,diagnostic
Read,B306400,Malignant neoplasm of coccygeal vertebra,res69: cancer,diagnostic
Read,B614000,"Hodgkin's disease, nodular sclerosis of unspecified site",res69: cancer,diagnostic
Read,174 PB,,res69: cancer,diagnostic
Read,B335100,"Malignant neoplasm of skin of chest, excluding breast",res69: cancer,diagnostic
Read,B308100,Malignant neoplasm of talus,res69: cancer,diagnostic
Read,B601100,"Lymphosarcoma of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B300z00,Malignant neoplasm of bones of skull and face NOS,res69: cancer,diagnostic
Read,B14y.00,"Malig neop other site rectum, rectosigmoid junction and anus",res69: cancer,diagnostic
Read,B62x600,True histiocytic lymphoma,res69: cancer,diagnostic
Read,B206.00,"Malignant neoplasm, overlapping lesion of accessory sinuses",res69: cancer,diagnostic
Read,1562C,,res69: cancer,diagnostic
Read,B480.00,Malignant neoplasm of prepuce (foreskin),res69: cancer,diagnostic
Read,1419C,,res69: cancer,diagnostic
Read,B524W00,"Mal neoplasm/periph nerves+autonomic nervous system,unspc",res69: cancer,diagnostic
Read,B412.00,"Malignant neoplasm, overlapping lesion of cervix uteri",res69: cancer,diagnostic
Read,B470.00,Malignant neoplasm of undescended testis,res69: cancer,diagnostic
Read,ZV10015,[V]Personal history of malignant neoplasm of liver,res69: cancer,diagnostic
Read,B053.00,Malignant neoplasm of soft palate,res69: cancer,diagnostic
Read,B62y800,Malignant lymphoma NOS of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B313z00,Malig neop of connective and soft tissue of thorax NOS,res69: cancer,diagnostic
Read,159 C,,res69: cancer,diagnostic
Read,B315z00,Malig neop of connective and soft tissue of pelvis NOS,res69: cancer,diagnostic
Read,B623z00,Malignant histiocytosis NOS,res69: cancer,diagnostic
Read,B602300,Burkitt's lymphoma of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,B52X.00,"Malignant neoplasm of meninges, unspecified",res69: cancer,diagnostic
Read,B490.00,Malignant neoplasm of trigone of urinary bladder,res69: cancer,diagnostic
Read,B67..00,Other specified leukaemia,res69: cancer,diagnostic
Read,B471000,Seminoma of descended testis,res69: cancer,diagnostic
Read,203,,res69: cancer,diagnostic
Read,B311z00,Malig neop connective soft tissue upper limb/shoulder NOS,res69: cancer,diagnostic
Read,B4A0000,Hypernephroma,res69: cancer,diagnostic
Read,B000100,"Malignant neoplasm of upper lip, lipstick area",res69: cancer,diagnostic
Read,1830TT,,res69: cancer,diagnostic
Read,1700AM,,res69: cancer,diagnostic
Read,ByuA000,[X]Malignant neoplasm/other and unspecified cranial nerves,res69: cancer,diagnostic
Read,1890CH,,res69: cancer,diagnostic
Read,B602z00,Burkitt's lymphoma NOS,res69: cancer,diagnostic
Read,1924NF,,res69: cancer,diagnostic
Read,1551C,,res69: cancer,diagnostic
Read,B55y000,Malignant neoplasm of back NOS,res69: cancer,diagnostic
Read,B524300,Malignant neoplasm of peripheral nerve of thorax,res69: cancer,diagnostic
Read,B325500,Malignant melanoma of perineum,res69: cancer,diagnostic
Read,ByuD900,[X]Other leukaemia of unspecified cell type,res69: cancer,diagnostic
Read,B624.00,Leukaemic reticuloendotheliosis,res69: cancer,diagnostic
Read,B04y.00,Malignant neoplasm of other sites of floor of mouth,res69: cancer,diagnostic
Read,203 N,,res69: cancer,diagnostic
Read,1569A,,res69: cancer,diagnostic
Read,B340z00,Malignant neoplasm of nipple or areola of female breast NOS,res69: cancer,diagnostic
Read,B10z.00,Malignant neoplasm of oesophagus NOS,res69: cancer,diagnostic
Read,ZV10212,[V]Personal history of malignant neoplasm of larynx,res69: cancer,diagnostic
Read,B010.00,Malignant neoplasm of base of tongue,res69: cancer,diagnostic
Read,B545100,Malignant neoplasm of aortic body,res69: cancer,diagnostic
Read,Byu6.00,[X]Malignant neoplasm of breast,res69: cancer,diagnostic
Read,B651.11,Chronic granulocytic leukaemia,res69: cancer,diagnostic
Read,B335200,Malignant neoplasm of skin of breast,res69: cancer,diagnostic
Read,Byu5000,[X]Mesothelioma of other sites,res69: cancer,diagnostic
Read,B161000,Malignant neoplasm of cystic duct,res69: cancer,diagnostic
Read,B52W.00,"Malig neopl, overlap lesion brain & other part of CNS",res69: cancer,diagnostic
Read,B6y0.11,Myeloproliferative disease,res69: cancer,diagnostic
Read,1925NB,,res69: cancer,diagnostic
Read,B641.00,Chronic lymphoid leukaemia,res69: cancer,diagnostic
Read,B303300,Malignant neoplasm of costal cartilage,res69: cancer,diagnostic
Read,B601300,Lymphosarcoma of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,B520z00,Malignant neoplasm of cranial nerves NOS,res69: cancer,diagnostic
Read,B67yz00,Other and unspecified leukaemia NOS,res69: cancer,diagnostic
Read,B08y.00,Malignant neoplasm of other specified hypopharyngeal site,res69: cancer,diagnostic
Read,ZV10111,[V]Personal history of malignant neoplasm of bronchus,res69: cancer,diagnostic
Read,2001BL,,res69: cancer,diagnostic
Read,B613300,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",res69: cancer,diagnostic
Read,B18yz00,Malignant neoplasm of specified parts of peritoneum NOS,res69: cancer,diagnostic
Read,B614300,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,2072DG,,res69: cancer,diagnostic
Read,B441.00,Malignant neoplasm of fallopian tube,res69: cancer,diagnostic
Read,2102AP,,res69: cancer,diagnostic
Read,B010z00,Malignant neoplasm of fixed part of tongue NOS,res69: cancer,diagnostic
Read,B623.00,Malignant histiocytosis,res69: cancer,diagnostic
Read,B151z00,Malignant neoplasm of intrahepatic bile ducts NOS,res69: cancer,diagnostic
Read,B300A00,Malignant neoplasm of maxilla,res69: cancer,diagnostic
Read,B081.00,Malignant neoplasm of pyriform sinus,res69: cancer,diagnostic
Read,B430200,Malignant neoplasm of endometrium of corpus uteri,res69: cancer,diagnostic
Read,B18y700,Malignant neoplasm of mesentery,res69: cancer,diagnostic
Read,B031.00,Malignant neoplasm of lower gum,res69: cancer,diagnostic
Read,186 TM,,res69: cancer,diagnostic
Read,ZV10300,[V]Personal history of malignant neoplasm of breast,res69: cancer,diagnostic
Read,B60y.00,Other specified reticulosarcoma or lymphosarcoma,res69: cancer,diagnostic
Read,1820C,,res69: cancer,diagnostic
Read,1840A,,res69: cancer,diagnostic
Read,B18y400,Malignant neoplasm of parietal peritoneum,res69: cancer,diagnostic
Read,B326500,Malignant melanoma of thumb,res69: cancer,diagnostic
Read,B221z00,Malignant neoplasm of main bronchus NOS,res69: cancer,diagnostic
Read,2022BK,,res69: cancer,diagnostic
Read,B303400,Malignant neoplasm of costo-vertebral joint,res69: cancer,diagnostic
Read,B430000,Malignant neoplasm of cornu of corpus uteri,res69: cancer,diagnostic
Read,B004000,"Malignant neoplasm of lip unspecified, buccal aspect",res69: cancer,diagnostic
Read,B486.00,Malignant neoplasm of scrotum,res69: cancer,diagnostic
Read,B210.00,Malignant neoplasm of glottis,res69: cancer,diagnostic
Read,B310z00,"Malig neop connective and soft tissue head, face, neck NOS",res69: cancer,diagnostic
Read,B302100,Malignant neoplasm of thoracic vertebra,res69: cancer,diagnostic
Read,B013.00,Malignant neoplasm of ventral surface of tongue,res69: cancer,diagnostic
Read,1733AC,,res69: cancer,diagnostic
Read,B524.00,Malig neopl peripheral nerves and autonomic nervous system,res69: cancer,diagnostic
Read,1890AD,,res69: cancer,diagnostic
Read,B62yz00,Malignant lymphoma NOS,res69: cancer,diagnostic
Read,B62y000,Malignant lymphoma NOS of unspecified site,res69: cancer,diagnostic
Read,B45y.00,Malignant neoplasm of other specified female genital organ,res69: cancer,diagnostic
Read,B201.00,"Malig neop auditory tube, middle ear and mastoid air cells",res69: cancer,diagnostic
Read,1830MC,,res69: cancer,diagnostic
Read,Byu5900,"[X]Malignant neoplasm/connective + soft tissue,unspecified",res69: cancer,diagnostic
Read,B485.00,Malignant neoplasm of spermatic cord,res69: cancer,diagnostic
Read,B226.00,Mesothelioma,res69: cancer,diagnostic
Read,B325.00,Malignant melanoma of trunk (excluding scrotum),res69: cancer,diagnostic
Read,B337300,Malignant neoplasm of skin of popliteal fossa area,res69: cancer,diagnostic
Read,B501000,Malignant neoplasm of connective tissue of orbit,res69: cancer,diagnostic
Read,1529C,,res69: cancer,diagnostic
Read,B022.00,Malignant neoplasm of sublingual gland,res69: cancer,diagnostic
Read,B050.00,Malignant neoplasm of cheek mucosa,res69: cancer,diagnostic
Read,B517z00,Malignant neoplasm of brain stem NOS,res69: cancer,diagnostic
Read,1529BL,,res69: cancer,diagnostic
Read,1480C,,res69: cancer,diagnostic
Read,B33z000,Kaposi's sarcoma of skin,res69: cancer,diagnostic
Read,B62x.00,Malignant lymphoma otherwise specified,res69: cancer,diagnostic
Read,B334100,Malignant neoplasm of skin of neck,res69: cancer,diagnostic
Read,B000.00,"Malignant neoplasm of upper lip, vermilion border",res69: cancer,diagnostic
Read,B492.00,Malignant neoplasm of lateral wall of urinary bladder,res69: cancer,diagnostic
Read,B312100,Malig neop of connective and soft tissue thigh and upper leg,res69: cancer,diagnostic
Read,2079,,res69: cancer,diagnostic
Read,1709A,,res69: cancer,diagnostic
Read,B470300,Teratoma of undescended testis,res69: cancer,diagnostic
Read,B013100,Malignant neoplasm of frenulum linguae,res69: cancer,diagnostic
Read,B05y.00,Malignant neoplasm of other specified mouth parts,res69: cancer,diagnostic
Read,B507100,Malignant neoplasm of nasolacrimal duct,res69: cancer,diagnostic
Read,B306000,Malignant neoplasm of ilium,res69: cancer,diagnostic
Read,B620000,Nodular lymphoma of unspecified site,res69: cancer,diagnostic
Read,B4A4.00,Malignant neoplasm of paraurethral glands,res69: cancer,diagnostic
Read,1538B,,res69: cancer,diagnostic
Read,B0...00,"Malignant neoplasm of lip, oral cavity and pharynx",res69: cancer,diagnostic
Read,B221100,Malignant neoplasm of hilus of lung,res69: cancer,diagnostic
Read,1701A,,res69: cancer,diagnostic
Read,2070MG,,res69: cancer,diagnostic
Read,B503.00,Malignant neoplasm of conjunctiva,res69: cancer,diagnostic
Read,B613z00,"Hodgkin's, lymphocytic-histiocytic predominance NOS",res69: cancer,diagnostic
Read,B47z.11,Seminoma of testis,res69: cancer,diagnostic
Read,ByuD300,[X]Other specified types of non-Hodgkin's lymphoma,res69: cancer,diagnostic
Read,B311100,"Malignant neoplasm of connective and soft tissue, upper arm",res69: cancer,diagnostic
Read,B020.00,Malignant neoplasm of parotid gland,res69: cancer,diagnostic
Read,B510300,Malignant neoplasm of globus pallidus,res69: cancer,diagnostic
Read,2050MM,,res69: cancer,diagnostic
Read,1538CN,,res69: cancer,diagnostic
Read,ZV10415,[V]Personal history of malignant neoplasm of prostate,res69: cancer,diagnostic
Read,B625200,Letterer-Siwe disease of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,B34y.00,Malignant neoplasm of other site of female breast,res69: cancer,diagnostic
Read,ZV10700,[V]Personal history other lymphatic/haematopoietic neoplasm,res69: cancer,diagnostic
Read,B231.00,Malignant neoplasm of visceral pleura,res69: cancer,diagnostic
Read,209,,res69: cancer,diagnostic
Read,1929EP,,res69: cancer,diagnostic
Read,2072EL,,res69: cancer,diagnostic
Read,B551z00,Malignant neoplasm of thorax NOS,res69: cancer,diagnostic
Read,B310400,Malignant neoplasm of tarsus of eyelid,res69: cancer,diagnostic
Read,1589MP,,res69: cancer,diagnostic
Read,B211.00,Malignant neoplasm of supraglottis,res69: cancer,diagnostic
Read,Byu5100,"[X]Mesothelioma, unspecified",res69: cancer,diagnostic
Read,B241.00,Malignant neoplasm of heart,res69: cancer,diagnostic
Read,B1z1100,Fibrosarcoma of spleen,res69: cancer,diagnostic
Read,Byu1300,[X]Malignant neoplsm/ill-defin sites within digestive system,res69: cancer,diagnostic
Read,B52y.00,Malignant neoplasm of other specified part of nervous system,res69: cancer,diagnostic
Read,1530AD,,res69: cancer,diagnostic
Read,ByuDF00,"[X]Non-Hodgkin's lymphoma, unspecified type",res69: cancer,diagnostic
Read,B220z00,Malignant neoplasm of trachea NOS,res69: cancer,diagnostic
Read,1520A,,res69: cancer,diagnostic
Read,B500z00,Malignant neoplasm of eyeball NOS,res69: cancer,diagnostic
Read,B493.00,Malignant neoplasm of anterior wall of urinary bladder,res69: cancer,diagnostic
Read,B220100,Malignant neoplasm of mucosa of trachea,res69: cancer,diagnostic
Read,B300300,Malignant neoplasm of nasal bone,res69: cancer,diagnostic
Read,B124.00,"Malignant neoplasm, overlapping lesion of small intestine",res69: cancer,diagnostic
Read,B314000,Malig neop of connective and soft tissue of abdominal wall,res69: cancer,diagnostic
Read,B440.11,Cancer of ovary,res69: cancer,diagnostic
Read,B553200,Malignant neoplasm of sacrococcygeal region,res69: cancer,diagnostic
Read,B050.11,Malignant neoplasm of buccal mucosa,res69: cancer,diagnostic
Read,B610.00,Hodgkin's paragranuloma,res69: cancer,diagnostic
Read,B057.00,Overlapping lesion of other and unspecified parts of mouth,res69: cancer,diagnostic
Read,ByuD400,[X]Other malignant immunoproliferative diseases,res69: cancer,diagnostic
Read,1519AA,,res69: cancer,diagnostic
Read,B620z00,Nodular lymphoma NOS,res69: cancer,diagnostic
Read,B64y.00,Other lymphoid leukaemia,res69: cancer,diagnostic
Read,B225.00,Malignant neoplasm of overlapping lesion of bronchus & lung,res69: cancer,diagnostic
Read,B337800,Malignant neoplasm of skin of toe,res69: cancer,diagnostic
Read,2000,,res69: cancer,diagnostic
Read,B68z.00,Leukaemia NOS,res69: cancer,diagnostic
Read,1959BB,,res69: cancer,diagnostic
Read,B073100,Malignant neoplasm of nasopharyngeal soft palate surface,res69: cancer,diagnostic
Read,2079MK,,res69: cancer,diagnostic
Read,B304200,Malignant neoplasm of humerus,res69: cancer,diagnostic
Read,B627500,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma,res69: cancer,diagnostic
Read,186 AN,,res69: cancer,diagnostic
Read,1619CV,,res69: cancer,diagnostic
Read,B204.00,Malignant neoplasm of frontal sinus,res69: cancer,diagnostic
Read,B44..00,Malignant neoplasm of ovary and other uterine adnexa,res69: cancer,diagnostic
Read,B000000,"Malignant neoplasm of upper lip, external",res69: cancer,diagnostic
Read,B600300,Reticulosarcoma of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,ZV10018,[V]Personal history of malignant neoplasm of stomach,res69: cancer,diagnostic
Read,ZV10500,[V]Personal history of malignant neoplasm of urinary organ,res69: cancer,diagnostic
Read,B30z.00,Malignant neoplasm of bone and articular cartilage NOS,res69: cancer,diagnostic
Read,1830C,,res69: cancer,diagnostic
Read,186 CH,,res69: cancer,diagnostic
Read,B063.00,Malignant neoplasm of vallecula,res69: cancer,diagnostic
Read,B303200,Malignant neoplasm of clavicle,res69: cancer,diagnostic
Read,B02z.00,Malignant neoplasm of major salivary gland NOS,res69: cancer,diagnostic
Read,B122.00,Malignant neoplasm of ileum,res69: cancer,diagnostic
Read,B12y.00,Malignant neoplasm of other specified site small intestine,res69: cancer,diagnostic
Read,2102A,,res69: cancer,diagnostic
Read,Byu5A00,[X]Malignant neoplasm overlapping lesion of skin,res69: cancer,diagnostic
Read,B542000,Malignant neoplasm of pituitary gland,res69: cancer,diagnostic
Read,B02y.00,Malignant neoplasm of other major salivary glands,res69: cancer,diagnostic
Read,1529A,,res69: cancer,diagnostic
Read,B016.00,Malignant neoplasm of lingual tonsil,res69: cancer,diagnostic
Read,B55y100,Malignant neoplasm of trunk NOS,res69: cancer,diagnostic
Read,B223100,Malignant neoplasm of middle lobe of lung,res69: cancer,diagnostic
Read,B180z00,Malignant neoplasm of retroperitoneum NOS,res69: cancer,diagnostic
Read,B625.00,Letterer-Siwe disease,res69: cancer,diagnostic
Read,ByuC000,[X]Malignant neoplasm of other specified sites,res69: cancer,diagnostic
Read,B001.00,"Malignant neoplasm of lower lip, vermilion border",res69: cancer,diagnostic
Read,B30W.00,Malignant neoplasm/overlap lesion/bone+articulr cartilage,res69: cancer,diagnostic
Read,B612400,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,res69: cancer,diagnostic
Read,B300100,Malignant neoplasm of frontal bone,res69: cancer,diagnostic
Read,ByuDC00,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",res69: cancer,diagnostic
Read,1541A,,res69: cancer,diagnostic
Read,B520100,Malignant neoplasm of optic nerve,res69: cancer,diagnostic
Read,B324100,Malignant melanoma of neck,res69: cancer,diagnostic
Read,ZV10y16,[V]Personal history of malignant neoplasm of tongue,res69: cancer,diagnostic
Read,Byu8200,"[X]Malignant neoplasm of male genital organ, unspecified",res69: cancer,diagnostic
Read,B323z00,Malignant melanoma of face NOS,res69: cancer,diagnostic
Read,1849A,,res69: cancer,diagnostic
Read,Byu3.00,[X]Malignant neoplasm of bone and articular cartilage,res69: cancer,diagnostic
Read,B500.00,"Malig neop eyeball excl conjunctiva, cornea, retina, choroid",res69: cancer,diagnostic
Read,B62zz11,Immunoproliferative neoplasm,res69: cancer,diagnostic
Read,B2z..00,Malig neop other/ill-defined sites resp/intrathoracic organs,res69: cancer,diagnostic
Read,1899T,,res69: cancer,diagnostic
Read,B625800,Letterer-Siwe disease of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B307.00,Malignant neoplasm of long bones of leg,res69: cancer,diagnostic
Read,B554.00,Malignant neoplasm of upper limb NOS,res69: cancer,diagnostic
Read,B08..00,Malignant neoplasm of hypopharynx,res69: cancer,diagnostic
Read,1419AA,,res69: cancer,diagnostic
Read,B323300,Malignant melanoma of forehead,res69: cancer,diagnostic
Read,B064.00,Malignant neoplasm of anterior epiglottis,res69: cancer,diagnostic
Read,B312200,Malig neop connective and soft tissue of popliteal space,res69: cancer,diagnostic
Read,B110z00,Malignant neoplasm of cardia of stomach NOS,res69: cancer,diagnostic
Read,2059E,,res69: cancer,diagnostic
Read,B104.00,Malignant neoplasm of middle third of oesophagus,res69: cancer,diagnostic
Read,B17yz00,Malignant neoplasm of specified site of pancreas NOS,res69: cancer,diagnostic
Read,ZV10014,[V]Personal history of malignant neoplasm of large intestine,res69: cancer,diagnostic
Read,B004200,"Malignant neoplasm of lip unspecified, mucosa",res69: cancer,diagnostic
Read,B350000,Malignant neoplasm of nipple of male breast,res69: cancer,diagnostic
Read,B14..00,"Malignant neoplasm of rectum, rectosigmoid junction and anus",res69: cancer,diagnostic
Read,B616800,Hodgkin's lymphocytic depletion lymph nodes multiple sites,res69: cancer,diagnostic
Read,B336200,Malignant neoplasm of skin of fore-arm,res69: cancer,diagnostic
Read,B4z..00,Malignant neoplasm of genitourinary organ NOS,res69: cancer,diagnostic
Read,B051000,Malignant neoplasm of upper buccal sulcus,res69: cancer,diagnostic
Read,Byu5.00,[X]Malignant neoplasm of mesothelial and soft tissue,res69: cancer,diagnostic
Read,1610A,,res69: cancer,diagnostic
Read,B524100,"Malignant neoplasm of peripheral nerve,upp limb,incl should",res69: cancer,diagnostic
Read,Byu1200,"[X]Malignant neoplasm of intestinal tract, part unspecified",res69: cancer,diagnostic
Read,B442.00,Malignant neoplasm of broad ligament,res69: cancer,diagnostic
Read,1729L,,res69: cancer,diagnostic
Read,B506.00,Malignant neoplasm of choroid,res69: cancer,diagnostic
Read,B653000,Chloroma,res69: cancer,diagnostic
Read,B34..00,Malignant neoplasm of female breast,res69: cancer,diagnostic
Read,B430.00,"Malignant neoplasm of corpus uteri, excluding isthmus",res69: cancer,diagnostic
Read,B502.00,Malignant neoplasm of lacrimal gland,res69: cancer,diagnostic
Read,B613700,"Hodgkin's, lymphocytic-histiocytic predominance of spleen",res69: cancer,diagnostic
Read,B346.00,Malignant neoplasm of axillary tail of female breast,res69: cancer,diagnostic
Read,1829A,,res69: cancer,diagnostic
Read,B64yz00,Other lymphoid leukaemia NOS,res69: cancer,diagnostic
Read,B22z.11,Lung cancer,res69: cancer,diagnostic
Read,1529B,,res69: cancer,diagnostic
Read,B221.00,Malignant neoplasm of main bronchus,res69: cancer,diagnostic
Read,ZV10016,[V]Personal history of malignant neoplasm of oesophagus,res69: cancer,diagnostic
Read,2022ML,,res69: cancer,diagnostic
Read,B306100,Malignant neoplasm of ischium,res69: cancer,diagnostic
Read,ZV10211,[V]Personal history of malignant neoplasm - accessory sinus,res69: cancer,diagnostic
Read,ByuDA00,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue",res69: cancer,diagnostic
Read,B007.00,"Malignant neoplasm of lip, unspecified",res69: cancer,diagnostic
Read,B627D00,Diffuse non-Hodgkin's centroblastic lymphoma,res69: cancer,diagnostic
Read,B30X.00,"Malignant neoplasm/bones+articular cartilage/limb,unspfd",res69: cancer,diagnostic
Read,B305A00,Malignant neoplasm of third metacarpal bone,res69: cancer,diagnostic
Read,B6y0.00,Myeloproliferative disorder,res69: cancer,diagnostic
Read,B064100,Malignant neoplasm of glossoepiglottic fold,res69: cancer,diagnostic
Read,B3z..00,"Malig neop of bone, connective tissue, skin and breast NOS",res69: cancer,diagnostic
Read,B14z.00,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",res69: cancer,diagnostic
Read,B311000,Malignant neoplasm of connective and soft tissue of shoulder,res69: cancer,diagnostic
Read,B411.00,Malignant neoplasm of exocervix,res69: cancer,diagnostic
Read,B055.00,Malignant neoplasm of palate unspecified,res69: cancer,diagnostic
Read,174 PN,,res69: cancer,diagnostic
Read,B308z00,Malignant neoplasm of short bones of leg NOS,res69: cancer,diagnostic
Read,B080.00,Malignant neoplasm of postcricoid region,res69: cancer,diagnostic
Read,1702P,,res69: cancer,diagnostic
Read,B06y.00,"Malignant neoplasm of oropharynx, other specified sites",res69: cancer,diagnostic
Read,B001000,"Malignant neoplasm of lower lip, external",res69: cancer,diagnostic
Read,Byu7000,"[X]Malignant neoplasm of uterine adnexa, unspecified",res69: cancer,diagnostic
Read,B601500,Lymphosarcoma of lymph nodes of inguinal region and leg,res69: cancer,diagnostic
Read,B003.00,"Malignant neoplasm of lower lip, inner aspect",res69: cancer,diagnostic
Read,159 A,,res69: cancer,diagnostic
Read,B621300,Mycosis fungoides of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,B620100,"Nodular lymphoma of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,2051MC,,res69: cancer,diagnostic
Read,ZV10z00,[V]Personal history of unspecified malignant neoplasm,res69: cancer,diagnostic
Read,1579CL,,res69: cancer,diagnostic
Read,B543.00,Malignant neoplasm of pineal gland,res69: cancer,diagnostic
Read,B612.00,Hodgkin's sarcoma,res69: cancer,diagnostic
Read,B24X.00,"Malignant neoplasm of mediastinum, part unspecified",res69: cancer,diagnostic
Read,B521.00,Malignant neoplasm of cerebral meninges,res69: cancer,diagnostic
Read,B61z000,"Hodgkin's disease NOS, unspecified site",res69: cancer,diagnostic
Read,B410.00,Malignant neoplasm of endocervix,res69: cancer,diagnostic
Read,B304.00,Malignant neoplasm of scapula and long bones of upper arm,res69: cancer,diagnostic
Read,B615500,Hodgkin's mixed cellularity of lymph nodes inguinal and leg,res69: cancer,diagnostic
Read,B142.11,Anal carcinoma,res69: cancer,diagnostic
Read,B484.00,Malignant neoplasm of epididymis,res69: cancer,diagnostic
Read,1538A,,res69: cancer,diagnostic
Read,B67y000,Lymphosarcoma cell leukaemia,res69: cancer,diagnostic
Read,B545000,Malignant neoplasm of glomus jugulare,res69: cancer,diagnostic
Read,ByuD700,[X]Other monocytic leukaemia,res69: cancer,diagnostic
Read,1519C,,res69: cancer,diagnostic
Read,B621000,Mycosis fungoides of unspecified site,res69: cancer,diagnostic
Read,1734AC,,res69: cancer,diagnostic
Read,B18y500,Malignant neoplasm of pelvic peritoneum,res69: cancer,diagnostic
Read,B53..00,Malignant neoplasm of thyroid gland,res69: cancer,diagnostic
Read,B064z00,Malignant neoplasm of anterior epiglottis NOS,res69: cancer,diagnostic
Read,B200300,Malignant neoplasm of vestibule of nose,res69: cancer,diagnostic
Read,B201300,Malignant neoplasm of mastoid air cells,res69: cancer,diagnostic
Read,B160.00,Malignant neoplasm of gallbladder,res69: cancer,diagnostic
Read,B550000,Malignant neoplasm of head NOS,res69: cancer,diagnostic
Read,ByuD000,[X]Other Hodgkin's disease,res69: cancer,diagnostic
Read,1608A,,res69: cancer,diagnostic
Read,B2zz.00,Malignant neoplasm of respiratory tract NOS,res69: cancer,diagnostic
Read,B300700,Malignant neoplasm of sphenoid bone,res69: cancer,diagnostic
Read,B508.00,"Malignant neoplasm, overlapping lesion of eye and adnexa",res69: cancer,diagnostic
Read,208 CE,,res69: cancer,diagnostic
Read,B150200,Primary angiosarcoma of liver,res69: cancer,diagnostic
Read,B327900,Malignant melanoma of great toe,res69: cancer,diagnostic
Read,B170.00,Malignant neoplasm of head of pancreas,res69: cancer,diagnostic
Read,B22y.00,Malignant neoplasm of other sites of bronchus or lung,res69: cancer,diagnostic
Read,B510100,Malignant neoplasm of cerebral cortex,res69: cancer,diagnostic
Read,ByuD600,[X]Other myeloid leukaemia,res69: cancer,diagnostic
Read,B213100,Malignant neoplasm of cricoid cartilage,res69: cancer,diagnostic
Read,B335700,Malignant neoplasm of skin of back,res69: cancer,diagnostic
Read,B021.00,Malignant neoplasm of submandibular gland,res69: cancer,diagnostic
Read,2050PM,,res69: cancer,diagnostic
Read,B323100,Malignant melanoma of chin,res69: cancer,diagnostic
Read,B134.11,Carcinoma of caecum,res69: cancer,diagnostic
Read,1579A,,res69: cancer,diagnostic
Read,B471100,Teratoma of descended testis,res69: cancer,diagnostic
Read,B143.00,Malignant neoplasm of anus unspecified,res69: cancer,diagnostic
Read,Byu4.00,[X]Melanoma and other malignant neoplasms of skin,res69: cancer,diagnostic
Read,B627C00,Follicular non-Hodgkin's lymphoma,res69: cancer,diagnostic
Read,B515.00,Malignant neoplasm of cerebral ventricles,res69: cancer,diagnostic
Read,B66..00,Monocytic leukaemia,res69: cancer,diagnostic
Read,B62z.00,Malignant neoplasms of lymphoid and histiocytic tissue NOS,res69: cancer,diagnostic
Read,B311200,Malignant neoplasm of connective and soft tissue of fore-arm,res69: cancer,diagnostic
Read,B4A..11,Renal malignant neoplasm,res69: cancer,diagnostic
Read,B243.00,Malignant neoplasm of posterior mediastinum,res69: cancer,diagnostic
Read,B304100,Malignant neoplasm of acromion,res69: cancer,diagnostic
Read,B326100,Malignant melanoma of upper arm,res69: cancer,diagnostic
Read,1709C,,res69: cancer,diagnostic
Read,1719LM,,res69: cancer,diagnostic
Read,B141.00,Malignant neoplasm of rectum,res69: cancer,diagnostic
Read,B337900,Malignant neoplasm of skin of great toe,res69: cancer,diagnostic
Read,B326z00,Malignant melanoma of upper limb or shoulder NOS,res69: cancer,diagnostic
